"Species","Impacted_sector","Type_of_cost_merged","Official_country","Location","Taxon","ScientificName","genus","Population_2019","Surface_area_km2","Density_2019","GDP_2019","Neighbouring_countries","Km_land_borders","Agri_forest_fish_perc_gdp","Industry_perc_gdp","Manufacturing_perc_gdp","Services_perc_gdp","Forest_rents_perc_gdp","Forest_area_perc_landarea","Health_expend_perc_gdp"
"Ophiostoma ulmi","Public and social welfare","Damage","Germany","Germany","Ophiostoma ulmi","Ophiostoma ulmi (Buisman) Nannf.","Ophiostoma",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Ophiostoma ulmi","Forestry","Damage","Austria","Austria","Ophiostoma ulmi","Ophiostoma ulmi (Buisman) Nannf.","Ophiostoma",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Ophiostoma ulmi","Forestry","Damage","France","France","Ophiostoma ulmi","Ophiostoma ulmi (Buisman) Nannf.","Ophiostoma",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Ophiostoma ulmi","Forestry","Damage","Ireland","Ireland","Ophiostoma ulmi","Ophiostoma ulmi (Buisman) Nannf.","Ophiostoma",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Ophiostoma ulmi","Forestry","Damage","Sweden","Sweden","Ophiostoma ulmi","Ophiostoma ulmi (Buisman) Nannf.","Ophiostoma",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Ophiostoma ulmi","Forestry","Damage","Slovenia","Slovenia","Ophiostoma ulmi","Ophiostoma ulmi (Buisman) Nannf.","Ophiostoma",2087946,20675,100.99,53742159517,4,1334,2,29,20.7,56.6,0.2,61.6,8.5
"Ophiostoma ulmi","Forestry","Damage","Czechia","Czech Republic","Ophiostoma ulmi","Ophiostoma ulmi (Buisman) Nannf.","Ophiostoma",10669709,78870,135.28,2.46e+11,4,1881,1.9,31.5,22.6,57,0.3,34.7,7.8
"Ophiostoma ulmi","Forestry","Damage","Germany","Germany","Ophiostoma ulmi","Ophiostoma ulmi (Buisman) Nannf.","Ophiostoma",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Oryctolagus cuniculus","Diverse","Damage","Netherlands","Netherlands","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Oryctolagus cuniculus","Diverse","Damage","Ireland","Ireland","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Oryctolagus cuniculus","Diverse","Damage","Luxembourg","Luxembourg","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",619896,2590,239.34,71104919108,3,359,0.2,11.7,4.9,78.8,0,34.5,5.4
"Oryctolagus cuniculus","Diverse","Damage","Cyprus","Cyprus","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",1198575,9250,129.58,24564647935,0,0,1.8,12.8,5.5,73,0,18.7,7
"Oryctolagus cuniculus","Diverse","Damage","Belgium","Belgium","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",11484055,30530,376.16,5.3e+11,4,1385,0.7,19.2,12.3,69.4,0,22.8,10.7
"Oryctolagus cuniculus","Diverse","Damage","Poland","Poland","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",37970874,312680,121.44,5.92e+11,7,2788,2.3,28,16.5,57.6,0.2,30.9,6.4
"Oryctolagus cuniculus","Diverse","Damage","Croatia","Croatia","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",4067500,56590,71.88,60415553039,5,1365,2.9,20,11.9,59.5,0.2,34.6,7
"Oryctolagus cuniculus","Diverse","Damage","Greece","Greece","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",10716322,131960,81.21,2.1e+11,4,1228,3.8,13.3,8,69.5,0,30.3,7.8
"Oryctolagus cuniculus","Diverse","Damage","Finland","Finland","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",5520314,338450,16.31,2.69e+11,3,2690,2.3,23.9,14.4,60.2,0.3,73.7,9.2
"Oryctolagus cuniculus","Diverse","Damage","France","France","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Oryctolagus cuniculus","Diverse","Damage","Austria","Austria","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Oryctolagus cuniculus","Diverse","Damage","Spain","Spain","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",47076781,505935,93.05,1.39e+12,5,1918,2.6,20.1,11,67.9,0,37.2,9.1
"Oryctolagus cuniculus","Diverse","Damage","Italy","Italy","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Oryctolagus cuniculus","Diverse","Damage","Denmark","Denmark","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",5818553,42920,135.57,3.48e+11,1,68,1.2,21.2,13.7,64.7,0,15.7,10
"Oryctolagus cuniculus","Diverse","Damage","Lithuania","Lithuania","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",2786844,65286.00098,42.69,54219315600,4,1273,3.1,25.2,16.1,61.5,0.3,35.1,7
"Oryctolagus cuniculus","Diverse","Damage","Romania","Romania","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",19356544,238400,81.19,2.5e+11,5,2508,4.1,27,17,59.3,0.2,30.1,5.7
"Oryctolagus cuniculus","Diverse","Damage","Slovakia","Slovakia","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",5454073,49030,111.24,1.05e+11,5,1524,1.7,29.6,19.7,58.1,0.2,40.1,7
"Oryctolagus cuniculus","Diverse","Damage","Portugal","Portugal","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",10269417,92225.5957,111.35,2.38e+11,1,1214,2.1,18.8,11.9,65.6,0.1,36.2,9.5
"Oryctolagus cuniculus","Diverse","Damage","Italy","Italy","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Oryctolagus cuniculus","Diverse","Damage","Latvia","Latvia","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",1912789,64490,29.66,34117202555,4,1150,4,18.9,10.6,64.2,1.1,54.7,6.6
"Oryctolagus cuniculus","Diverse","Damage","Italy","Italy","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Oryctolagus cuniculus","Diverse","Damage","Malta","Malta","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",502653,320,1570.79,14786156563,0,0,0.5,12.5,7.1,76.4,0,1.4,8.2
"Oryctolagus cuniculus","Diverse","Damage","Sweden","Sweden","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Oryctolagus cuniculus","Diverse","Damage","Hungary","Hungary","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",9769949,93030,105.02,1.61e+11,7,2171,3.3,24.8,17.5,56.5,0.1,22.5,6.4
"Oryctolagus cuniculus","Diverse","Damage","Bulgaria","Bulgaria","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",6975761,111000,62.84,67927179737,5,1808,3.2,21.7,NA,61.4,0.2,35.7,7.1
"Oryctolagus cuniculus","Diverse","Damage","Slovenia","Slovenia","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",2087946,20675,100.99,53742159517,4,1334,2,29,20.7,56.6,0.2,61.6,8.5
"Oryctolagus cuniculus","Diverse","Damage","Czechia","Czech Republic","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",10669709,78870,135.28,2.46e+11,4,1881,1.9,31.5,22.6,57,0.3,34.7,7.8
"Oryctolagus cuniculus","Diverse","Damage","Monaco","Monaco","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",38964,2,19482,7188238073,1,4,NA,13,NA,78.4,0,0,1.5
"Oryctolagus cuniculus","Diverse","Damage","France","France","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Oryctolagus cuniculus","Diverse","Damage","Germany","Germany","Oryctolagus cuniculus","Oryctolagus cuniculus (Linnaeus, 1758)","Oryctolagus",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Panicum repens","Authorities-Stakeholders","Management","Spain","Spain","Panicum repens","Panicum repens L.","Panicum",47076781,505935,93.05,1.39e+12,5,1918,2.6,20.1,11,67.9,0,37.2,9.1
"Phasianus colchicus","Agriculture","Damage","Belgium","Belgium","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",11484055,30530,376.16,5.3e+11,4,1385,0.7,19.2,12.3,69.4,0,22.8,10.7
"Phasianus colchicus","Agriculture","Damage","Ireland","Ireland","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Phasianus colchicus","Agriculture","Damage","France","France","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Phasianus colchicus","Agriculture","Damage","Cyprus","Cyprus","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",1198575,9250,129.58,24564647935,0,0,1.8,12.8,5.5,73,0,18.7,7
"Phasianus colchicus","Agriculture","Damage","Greece","Greece","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",10716322,131960,81.21,2.1e+11,4,1228,3.8,13.3,8,69.5,0,30.3,7.8
"Phasianus colchicus","Agriculture","Damage","Finland","Finland","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",5520314,338450,16.31,2.69e+11,3,2690,2.3,23.9,14.4,60.2,0.3,73.7,9.2
"Phasianus colchicus","Agriculture","Damage","Italy","Italy","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Phasianus colchicus","Agriculture","Damage","Austria","Austria","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Phasianus colchicus","Agriculture","Damage","Monaco","Monaco","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",38964,2,19482,7188238073,1,4,NA,13,NA,78.4,0,0,1.5
"Phasianus colchicus","Agriculture","Damage","Italy","Italy","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Phasianus colchicus","Agriculture","Damage","Slovakia","Slovakia","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",5454073,49030,111.24,1.05e+11,5,1524,1.7,29.6,19.7,58.1,0.2,40.1,7
"Phasianus colchicus","Agriculture","Damage","Croatia","Croatia","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",4067500,56590,71.88,60415553039,5,1365,2.9,20,11.9,59.5,0.2,34.6,7
"Phasianus colchicus","Agriculture","Damage","Hungary","Hungary","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",9769949,93030,105.02,1.61e+11,7,2171,3.3,24.8,17.5,56.5,0.1,22.5,6.4
"Phasianus colchicus","Agriculture","Damage","Denmark","Denmark","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",5818553,42920,135.57,3.48e+11,1,68,1.2,21.2,13.7,64.7,0,15.7,10
"Phasianus colchicus","Agriculture","Damage","Lithuania","Lithuania","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",2786844,65286.00098,42.69,54219315600,4,1273,3.1,25.2,16.1,61.5,0.3,35.1,7
"Phasianus colchicus","Agriculture","Damage","Bulgaria","Bulgaria","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",6975761,111000,62.84,67927179737,5,1808,3.2,21.7,NA,61.4,0.2,35.7,7.1
"Phasianus colchicus","Agriculture","Damage","Romania","Romania","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",19356544,238400,81.19,2.5e+11,5,2508,4.1,27,17,59.3,0.2,30.1,5.7
"Phasianus colchicus","Agriculture","Damage","Sweden","Sweden","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Phasianus colchicus","Agriculture","Damage","Spain","Spain","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",47076781,505935,93.05,1.39e+12,5,1918,2.6,20.1,11,67.9,0,37.2,9.1
"Phasianus colchicus","Agriculture","Damage","Luxembourg","Luxembourg","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",619896,2590,239.34,71104919108,3,359,0.2,11.7,4.9,78.8,0,34.5,5.4
"Phasianus colchicus","Agriculture","Damage","Netherlands","Netherlands","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Phasianus colchicus","Agriculture","Damage","Czechia","Czech Republic","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",10669709,78870,135.28,2.46e+11,4,1881,1.9,31.5,22.6,57,0.3,34.7,7.8
"Phasianus colchicus","Agriculture","Damage","Liechtenstein","Liechtenstein","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",38019,160,237.62,6552858739,2,76,0.1,44.2,38.7,52.2,0,41.9,NA
"Phasianus colchicus","Agriculture","Damage","Estonia","Estonia","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",1326590,45340,29.26,31386949981,2,633,2.5,23,13.1,61.3,0.9,57,6.7
"Phasianus colchicus","Agriculture","Damage","Slovenia","Slovenia","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",2087946,20675,100.99,53742159517,4,1334,2,29,20.7,56.6,0.2,61.6,8.5
"Phasianus colchicus","Agriculture","Damage","Latvia","Latvia","Phasianus colchicus karpowi","Phasianus colchicus karpowi Buturlin, 1904","Phasianus",1912789,64490,29.66,34117202555,4,1150,4,18.9,10.6,64.2,1.1,54.7,6.6
"Phasianus colchicus","Agriculture","Damage","Andorra","Andorra","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",77142,470,164.13,3154057987,2,120,0.5,11.7,3.7,77.6,0,34,6.7
"Phasianus colchicus","Agriculture","Damage","Germany","Germany","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Phasianus colchicus","Agriculture","Damage","France","France","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Phasianus colchicus","Agriculture","Damage","Portugal","Portugal","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",10269417,92225.5957,111.35,2.38e+11,1,1214,2.1,18.8,11.9,65.6,0.1,36.2,9.5
"Phasianus colchicus","Agriculture","Damage","Italy","Italy","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Phasianus colchicus","Agriculture","Damage","Latvia","Latvia","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",1912789,64490,29.66,34117202555,4,1150,4,18.9,10.6,64.2,1.1,54.7,6.6
"Phasianus colchicus","Agriculture","Damage","Poland","Poland","Phasianus colchicus","Phasianus colchicus Linnaeus, 1758","Phasianus",37970874,312680,121.44,5.92e+11,7,2788,2.3,28,16.5,57.6,0.2,30.9,6.4
"Plectranthus parviflorus","Authorities-Stakeholders","Management","Spain","Spain","Plectranthus parviflorus","Plectranthus parviflorus Willd.","Plectranthus",47076781,505935,93.05,1.39e+12,5,1918,2.6,20.1,11,67.9,0,37.2,9.1
"Procambarus clarkii","Fishery","Management","Malta","Malta","Procambarus clarkii","Procambarus clarkii (Girard, 1852)","Procambarus",502653,320,1570.79,14786156563,0,0,0.5,12.5,7.1,76.4,0,1.4,8.2
"Procambarus clarkii","Fishery","Management","Cyprus","Cyprus","Procambarus clarkii","Procambarus clarkii (Girard, 1852)","Procambarus",1198575,9250,129.58,24564647935,0,0,1.8,12.8,5.5,73,0,18.7,7
"Procambarus clarkii","Fishery","Management","Netherlands","Netherlands","Procambarus clarkii","Procambarus clarkii (Girard, 1852)","Procambarus",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Procambarus clarkii","Fishery","Management","Belgium","Belgium","Procambarus clarkii","Procambarus clarkii (Girard, 1852)","Procambarus",11484055,30530,376.16,5.3e+11,4,1385,0.7,19.2,12.3,69.4,0,22.8,10.7
"Procambarus clarkii","Fishery","Management","Italy","Italy","Procambarus clarkii","Procambarus clarkii (Girard, 1852)","Procambarus",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Procambarus clarkii","Fishery","Management","Portugal","Portugal","Procambarus clarkii","Procambarus clarkii (Girard, 1852)","Procambarus",10269417,92225.5957,111.35,2.38e+11,1,1214,2.1,18.8,11.9,65.6,0.1,36.2,9.5
"Procambarus clarkii","Fishery","Management","Poland","Poland","Procambarus clarkii","Procambarus clarkii (Girard, 1852)","Procambarus",37970874,312680,121.44,5.92e+11,7,2788,2.3,28,16.5,57.6,0.2,30.9,6.4
"Procambarus clarkii","Fishery","Management","Sweden","Sweden","Procambarus clarkii","Procambarus clarkii (Girard, 1852)","Procambarus",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Procambarus clarkii","Fishery","Management","France","France","Procambarus clarkii","Procambarus clarkii (Girard, 1852)","Procambarus",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Procambarus clarkii","Fishery","Management","Spain","Spain","Procambarus clarkii","Procambarus clarkii (Girard, 1852)","Procambarus",47076781,505935,93.05,1.39e+12,5,1918,2.6,20.1,11,67.9,0,37.2,9.1
"Procambarus clarkii","Fishery","Management","Austria","Austria","Procambarus clarkii","Procambarus clarkii (Girard, 1852)","Procambarus",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Procambarus clarkii","Fishery","Management","Germany","Germany","Procambarus clarkii","Procambarus clarkii (Girard, 1852)","Procambarus",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Procambarus clarkii","Agriculture","Damage","Malta","Malta","Procambarus clarkii","Procambarus clarkii (Girard, 1852)","Procambarus",502653,320,1570.79,14786156563,0,0,0.5,12.5,7.1,76.4,0,1.4,8.2
"Procambarus clarkii","Agriculture","Damage","Cyprus","Cyprus","Procambarus clarkii","Procambarus clarkii (Girard, 1852)","Procambarus",1198575,9250,129.58,24564647935,0,0,1.8,12.8,5.5,73,0,18.7,7
"Procambarus clarkii","Agriculture","Damage","Netherlands","Netherlands","Procambarus clarkii","Procambarus clarkii (Girard, 1852)","Procambarus",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Procambarus clarkii","Agriculture","Damage","Belgium","Belgium","Procambarus clarkii","Procambarus clarkii (Girard, 1852)","Procambarus",11484055,30530,376.16,5.3e+11,4,1385,0.7,19.2,12.3,69.4,0,22.8,10.7
"Procambarus clarkii","Agriculture","Damage","Italy","Italy","Procambarus clarkii","Procambarus clarkii (Girard, 1852)","Procambarus",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Procambarus clarkii","Agriculture","Damage","Portugal","Portugal","Procambarus clarkii","Procambarus clarkii (Girard, 1852)","Procambarus",10269417,92225.5957,111.35,2.38e+11,1,1214,2.1,18.8,11.9,65.6,0.1,36.2,9.5
"Procambarus clarkii","Agriculture","Damage","Poland","Poland","Procambarus clarkii","Procambarus clarkii (Girard, 1852)","Procambarus",37970874,312680,121.44,5.92e+11,7,2788,2.3,28,16.5,57.6,0.2,30.9,6.4
"Procambarus clarkii","Agriculture","Damage","Sweden","Sweden","Procambarus clarkii","Procambarus clarkii (Girard, 1852)","Procambarus",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Procambarus clarkii","Agriculture","Damage","France","France","Procambarus clarkii","Procambarus clarkii (Girard, 1852)","Procambarus",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Procambarus clarkii","Agriculture","Damage","Spain","Spain","Procambarus clarkii","Procambarus clarkii (Girard, 1852)","Procambarus",47076781,505935,93.05,1.39e+12,5,1918,2.6,20.1,11,67.9,0,37.2,9.1
"Procambarus clarkii","Agriculture","Damage","Austria","Austria","Procambarus clarkii","Procambarus clarkii (Girard, 1852)","Procambarus",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Procambarus clarkii","Agriculture","Damage","Germany","Germany","Procambarus clarkii","Procambarus clarkii (Girard, 1852)","Procambarus",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Prunus serotina","Authorities-Stakeholders","Management","Bulgaria","Bulgaria","Prunus serotina","Prunus serotina Ehrh.","Prunus",6975761,111000,62.84,67927179737,5,1808,3.2,21.7,NA,61.4,0.2,35.7,7.1
"Prunus serotina","Authorities-Stakeholders","Management","Romania","Romania","Prunus serotina","Prunus serotina Ehrh.","Prunus",19356544,238400,81.19,2.5e+11,5,2508,4.1,27,17,59.3,0.2,30.1,5.7
"Prunus serotina","Authorities-Stakeholders","Management","Latvia","Latvia","Prunus serotina","Prunus serotina Ehrh.","Prunus",1912789,64490,29.66,34117202555,4,1150,4,18.9,10.6,64.2,1.1,54.7,6.6
"Prunus serotina","Authorities-Stakeholders","Management","Austria","Austria","Prunus serotina","Prunus serotina Ehrh.","Prunus",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Prunus serotina","Authorities-Stakeholders","Management","Luxembourg","Luxembourg","Prunus serotina","Prunus serotina Ehrh.","Prunus",619896,2590,239.34,71104919108,3,359,0.2,11.7,4.9,78.8,0,34.5,5.4
"Prunus serotina","Authorities-Stakeholders","Management","Belgium","Belgium","Prunus serotina","Prunus serotina Ehrh.","Prunus",11484055,30530,376.16,5.3e+11,4,1385,0.7,19.2,12.3,69.4,0,22.8,10.7
"Prunus serotina","Authorities-Stakeholders","Management","Croatia","Croatia","Prunus serotina","Prunus serotina Ehrh.","Prunus",4067500,56590,71.88,60415553039,5,1365,2.9,20,11.9,59.5,0.2,34.6,7
"Prunus serotina","Authorities-Stakeholders","Management","Poland","Poland","Prunus serotina","Prunus serotina Ehrh.","Prunus",37970874,312680,121.44,5.92e+11,7,2788,2.3,28,16.5,57.6,0.2,30.9,6.4
"Prunus serotina","Authorities-Stakeholders","Management","Lithuania","Lithuania","Prunus serotina","Prunus serotina Ehrh.","Prunus",2786844,65286.00098,42.69,54219315600,4,1273,3.1,25.2,16.1,61.5,0.3,35.1,7
"Prunus serotina","Authorities-Stakeholders","Management","Estonia","Estonia","Prunus serotina","Prunus serotina Ehrh.","Prunus",1326590,45340,29.26,31386949981,2,633,2.5,23,13.1,61.3,0.9,57,6.7
"Prunus serotina","Authorities-Stakeholders","Management","Slovenia","Slovenia","Prunus serotina","Prunus serotina Ehrh.","Prunus",2087946,20675,100.99,53742159517,4,1334,2,29,20.7,56.6,0.2,61.6,8.5
"Prunus serotina","Authorities-Stakeholders","Management","France","France","Prunus serotina","Prunus serotina Ehrh.","Prunus",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Prunus serotina","Authorities-Stakeholders","Management","Denmark","Denmark","Prunus serotina","Prunus serotina Ehrh.","Prunus",5818553,42920,135.57,3.48e+11,1,68,1.2,21.2,13.7,64.7,0,15.7,10
"Prunus serotina","Authorities-Stakeholders","Management","Czechia","Czech Republic","Prunus serotina","Prunus serotina Ehrh.","Prunus",10669709,78870,135.28,2.46e+11,4,1881,1.9,31.5,22.6,57,0.3,34.7,7.8
"Prunus serotina","Authorities-Stakeholders","Management","Italy","Italy","Prunus serotina","Prunus serotina Ehrh.","Prunus",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Prunus serotina","Authorities-Stakeholders","Management","Ireland","Ireland","Prunus serotina","Prunus serotina Ehrh.","Prunus",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Prunus serotina","Authorities-Stakeholders","Management","Hungary","Hungary","Prunus serotina","Prunus serotina Ehrh.","Prunus",9769949,93030,105.02,1.61e+11,7,2171,3.3,24.8,17.5,56.5,0.1,22.5,6.4
"Prunus serotina","Authorities-Stakeholders","Management","Sweden","Sweden","Prunus serotina","Prunus serotina Ehrh.","Prunus",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Prunus serotina","Authorities-Stakeholders","Management","Germany","Germany","Prunus serotina","Prunus serotina Ehrh.","Prunus",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Prunus serotina","Authorities-Stakeholders","Management","Netherlands","Netherlands","Prunus serotina","Prunus serotina Ehrh.","Prunus",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Prunus serotina","Authorities-Stakeholders","Management","Slovakia","Slovakia","Prunus serotina","Prunus serotina Ehrh.","Prunus",5454073,49030,111.24,1.05e+11,5,1524,1.7,29.6,19.7,58.1,0.2,40.1,7
