Location,Taxon,ScientificName
Slovakia,Prunus avium,Prunus avium (L.) L.
Slovakia,Prunus cerasifera,Prunus cerasifera Ehrh.
Slovakia,Prunus domestica,Prunus domestica L.
Slovakia,Prunus dulcis,Prunus dulcis (Mill.) D.A.Webb
Slovakia,Prunus eminens,Prunus ×eminens Beck
Slovakia,Prunus insititia,Prunus insititia Desv.
Slovakia,Prunus persica,Prunus persica (L.) Stokes
Slovakia,Prunus serotina,Prunus serotina Ehrh.
Slovakia,Pseudorasbora parva,"Pseudorasbora parva (Temminck & Schlegel, 1846)"
Slovakia,Pyrus communis,Pyrus communis L.
Slovakia,Quercus rubra,Quercus rubra L.
Slovakia,Ranunculus arvensis,Ranunculus arvensis L.
Slovakia,Raphanus raphanistrum,Raphanus raphanistrum L.
Slovakia,Rapistrum rugosum,Rapistrum rugosum (L.) All.
Slovakia,Ratibida pinnata,Ratibida pinnata (Vent.) Barnhart
Slovakia,Rattus norvegicus,"Rattus norvegicus (Berkenhout, 1769)"
Slovakia,Reseda lutea,Reseda lutea L.
Slovakia,Reseda luteola,Reseda luteola L.
Slovakia,Reynoutria bohemica,Reynoutria ×bohemica Chrtek & Chrtková
Slovakia,Reynoutria japonica,Reynoutria japonica Houtt.
Slovakia,Reynoutria sachalinensis,Reynoutria sachalinensis (F.Schmidt) Nakai
Slovakia,Rhaponticum scariosum rhaponticum,Rhaponticum scariosum subsp. rhaponticum (L.) Greuter
Slovakia,Rhodeus amarus,"Rhodeus amarus (Bloch, 1782)"
Slovakia,Ribes aureum,Ribes aureum Pursh
Slovakia,Ribes rubrum,Ribes rubrum L.
Slovakia,Robinia pseudoacacia,Robinia pseudoacacia L.
Slovakia,Rudbeckia hirta,Rudbeckia hirta L.
Slovakia,Rudbeckia laciniata,Rudbeckia laciniata L.
Slovakia,Rumex acetosa,Rumex acetosa L.
Slovakia,Rumex patientia,Rumex patientia L.
Slovakia,Rumex salicifolius,Rumex salicifolius Weinm.
Slovakia,Rumex thyrsiflorus,Rumex thyrsiflorus Fingerh.
Slovakia,Rumex triangulivalvis,Rumex triangulivalvis (Danser) Rech.fil.
Slovakia,Rupicapra rupicapra,"Rupicapra rupicapra (Linnaeus, 1758)"
Slovakia,Sagina apetala,Sagina apetala Ard.
Slovakia,Sagittaria latifolia,Sagittaria latifolia Willd.
Slovakia,Salvelinus fontinalis,"Salvelinus fontinalis (Mitchill, 1814)"
Slovakia,Saponaria officinalis,Saponaria officinalis L.
Slovakia,Scandix pecten-veneris,Scandix pecten-veneris L.
Slovakia,Sceliphron curvatum,"Sceliphron curvatum (F.Smith, 1870)"
Slovakia,Scilla amoena,Scilla amoena L.
Slovakia,Scleranthus annuus,Scleranthus annuus L.
Slovakia,Sclerochloa dura,Sclerochloa dura (L.) P.Beauv.
Slovakia,Secale cereale,Secale cereale L.
Slovakia,Sedum rupestre,"Sedum rupestre Hacq. ex Nyman, 1879"
Slovakia,Sedum rupestre subsp. erectum 't Hart,
Slovakia,Sedum spurium,"Sedum spurium Sibth. ex Nyman, 1879"
Slovakia,Sempervivum tectorum,Sempervivum tectorum L.
Slovakia,Senecio leucanthemifolius subsp. vernalis (Waldst. & Kit.) Greuter,
Slovakia,Senecio vernalis,Senecio vernalis Waldst. & Kit.
Slovakia,Senecio vulgaris,Senecio vulgaris L.
Slovakia,Seseli rigidum,Seseli rigidum Waldst. & Kit.
Slovakia,Setaria faberi,Setaria faberi R.A.W.Herrm.
Slovakia,"Setaria faberi F.Herm., 1910",
Slovakia,Setaria helvola,Setaria helvola (L.f.) Roem. & Schult.
Slovakia,Setaria italica,Setaria italica (L.) P.Beauv.
Slovakia,Setaria verticillata,Setaria verticillata (L.) P.Beauv.
Slovakia,Setaria viridis,Setaria viridis (L.) P.Beauv.
Slovakia,Sherardia arvensis,Sherardia arvensis L.
Slovakia,Shinnersia rivularis,Shinnersia rivularis (A.Gray) R.M.King & H.Rob.
Slovakia,Silene besseri,
Slovakia,Silene dichotoma,Silene dichotoma Ehrh.
Slovakia,Silene gallica,Silene gallica L.
Slovakia,Silene hampeana,Silene ×hampeana Meusel & Werner
Slovakia,Silene latifolia alba,Silene latifolia subsp. alba (Mill.) Greuter & Burdet
Slovakia,Silene noctiflora,Silene noctiflora L.
Slovakia,Sinapis arvensis,Sinapis arvensis L.
Slovakia,Sirex cyaneus,"Sirex cyaneus Fabricius, 1781"
Slovakia,Sisymbrium altissimum,Sisymbrium altissimum L.
Slovakia,Sisymbrium irio,Sisymbrium irio L.
Slovakia,Sisymbrium loeselii,Sisymbrium loeselii L.
Slovakia,Sisymbrium officinale,Sisymbrium officinale (L.) Scop.
Slovakia,Sisymbrium orientale,Sisymbrium orientale L.
Slovakia,Sisymbrium volgense,Sisymbrium volgense M.Bieb. ex E.Fourn.
Slovakia,Sisyrinchium bermudiana,Sisyrinchium bermudiana L.
Slovakia,Sitotroga cerealella,"Sitotroga cerealella (Olivier, 1789)"
Slovakia,Smyrnium perfoliatum,Smyrnium perfoliatum L.
Slovakia,Solanum citrullifolium,Solanum citrullifolium A.Br.
Slovakia,Solanum villosum,Solanum villosum Mill.
Slovakia,Solidago canadensis,Solidago canadensis L.
Slovakia,Solidago gigantea,Solidago gigantea Aiton
Slovakia,Sonchus arvensis,Sonchus arvensis L.
Slovakia,Sonchus asper,Sonchus asper (L.) Hill
Slovakia,Sonchus oleraceus,Sonchus oleraceus L.
Slovakia,Sorghum halepense,Sorghum halepense (L.) Pers.
Slovakia,Spergula arvensis,Spergula arvensis L.
Slovakia,Spiraea x billardii Dippel,
Slovakia,Stachys annua,Stachys annua (L.) L.
Slovakia,Stachys arvensis,Stachys arvensis (L.) L.
Slovakia,Stictocephala bisonia,"Stictocephala bisonia Kopp & Yonke, 1977"
Slovakia,Strigosella africana,Strigosella africana (L.) Botsch.
Slovakia,Suillus lakei,Suillus lakei (Murrill) A.H.Sm. & Thiers
Slovakia,Symphyotrichum novi-belgii,Symphyotrichum novi-belgii (L.) G.L.Nesom
Slovakia,Syringa vulgaris,Syringa vulgaris L.
Slovakia,Tanacetum parthenium,Tanacetum parthenium (L.) Sch.Bip.
Slovakia,"Telmatoscopus albipunctata (Williston, 1893)",
Slovakia,Thysanocnemis bischoffi,"Thysanocnemis bischoffi Blatchley & Leng, 1916"
Slovakia,Tinea pallescentella,"Tinea pallescentella Stainton, 1851"
Slovakia,Tinea translucens,"Tinea translucens Meyrick, 1917"
Slovakia,Tineola bisselliella,"Tineola bisselliella (Hummel, 1823)"
Slovakia,Torilis arvensis,Torilis arvensis (Huds.) Link
Slovakia,Trachemys scripta,"Trachemys scripta (Thunberg In Schoepff, 1792)"
Slovakia,Tragus racemosus,Tragus racemosus (L.) All.
Slovakia,Tribulus terrestris,Tribulus terrestris L.
Slovakia,Trichoferus campestris,"Trichoferus campestris (Faldermann, 1835)"
Slovakia,Trifolium hybridum,Trifolium hybridum L.
Slovakia,Tripleurospermum inodorum,Tripleurospermum inodorum (L.) Sch.-Bip
Slovakia,Triticum aestivum,Triticum aestivum L.
Slovakia,Turgenia latifolia,Turgenia latifolia (L.) Hoffm.
Slovakia,Typha laxmannii,Typha laxmannii Lepech.
Slovakia,Urtica urens,Urtica urens L.
Slovakia,Valerianella dentata,Valerianella dentata (L.) Pollich
Slovakia,Valerianella locusta,Valerianella locusta (L.) Laterr.
Slovakia,Valerianella rimosa,Valerianella rimosa Bastard
Slovakia,Vallisneria spiralis,Vallisneria spiralis L.
Slovakia,Verbena officinalis,Verbena officinalis L.
Slovakia,Veronica agrestis,Veronica agrestis L.
Slovakia,Veronica arvensis,Veronica arvensis L.
Slovakia,Veronica filiformis,Veronica filiformis Sm.
Slovakia,Veronica opaca,Veronica opaca Fr.
Slovakia,Veronica peregrina,Veronica peregrina L.
Slovakia,Veronica persica,Veronica persica Poir.
Slovakia,Veronica polita,Veronica polita Fr.
Slovakia,Veronica triloba,Veronica triloba (Opiz) A.Kern.
Slovakia,Veronica triphyllos,Veronica triphyllos L.
Slovakia,Vicia ervilia,Vicia ervilia (L.) Willd.
Slovakia,Vicia glabrescens,
Slovakia,Vicia hirsuta,Vicia hirsuta (L.) Gray
Slovakia,Vicia lens,Vicia lens (L.) Coss. & Germ.
Slovakia,Vicia sativa,Vicia sativa L.
Slovakia,Vicia tetrasperma,Vicia tetrasperma (L.) Schreb.
Slovakia,Vicia villosa,Vicia villosa Roth
Slovakia,Vicia villosa varia,Vicia villosa subsp. varia (Host) Corb.
Slovakia,Victoria amazonica,Victoria amazonica (Poepp.) Sowerby
Slovakia,Viola arvensis,Viola arvensis Murray
Slovakia,Viola haynaldi Wiesb.,
Slovakia,Viola multicaulis,Viola ×multicaulis Jord.
Slovakia,Viola odorata,Viola odorata L.
Slovakia,Viola scabra,Viola ×scabra Braun
Slovakia,Viola suavis,Viola suavis M.Bieb.
Slovakia,Viola wittrockiana Gams ex Nauenb. & Buttler,
Slovakia,Vitis vinifera,Vitis vinifera L.
Slovakia,Vitis vulpina,Vitis vulpina L.
Slovakia,Xanthium orientale,Xanthium orientale L.
Slovakia,Xanthium spinosum,Xanthium spinosum L.
Slovakia,Xanthium strumarium,Xanthium strumarium L.
Slovakia,Xanthoceras sorbifolia,Xanthoceras sorbifolia Bunge
Slovakia,Xiphophorus hellerii,"Xiphophorus hellerii Heckel, 1848"
Slovenia,Abutilon theophrasti,Abutilon theophrasti Medik.
Slovenia,Acalypha virginica,Acalypha virginica L.
Slovenia,Acanthoscelides obtectus,"Acanthoscelides obtectus (Say, 1831)"
Slovenia,Acer negundo,Acer negundo L.
Slovenia,Acer saccharum,Acer saccharum Marshall
Slovenia,Acer tataricum,Acer tataricum L.
Slovenia,Acipenser baerii,"Acipenser baerii Brandt, 1869"
Slovenia,Acizzia jamatonica,"Acizzia jamatonica (Kuwayama, 1908)"
Slovenia,Acorus calamus,Acorus calamus L.
Slovenia,Acridotheres tristis,"Acridotheres tristis (Linnaeus, 1766)"
Slovenia,Acrosporium verbenae,Acrosporium verbenae (Thüm. & P.C.Bolle) J.A.Stev.
Slovenia,Acyrthosiphon caraganae,"Acyrthosiphon caraganae (Cholodkovsky, 1907)"
Slovenia,Adelencyrtus aulacaspidis,"Adelencyrtus aulacaspidis (Brèthes, 1914)"
Slovenia,Aedes albopictus,"Aedes albopictus (Skuse, 1894)"
Slovenia,Aedes japonicus,"Aedes japonicus Suzuki, Tanimura, Miyagawa & Murata, 1953"
Slovenia,Aegilops biuncialis,Aegilops biuncialis Vis.
Slovenia,Aegilops cylindrica,Aegilops cylindrica Host
Slovenia,Aesculus hippocastanum,Aesculus hippocastanum L.
Slovenia,Agaricus bernardii,Agaricus bernardii Quél.
Slovenia,Agaricus bisporus,Agaricus bisporus (J.E.Lange) Imbach
Slovenia,Agrocybe putaminum,Agrocybe putaminum (Maire) Singer
Slovenia,Agrostis castellana,Agrostis castellana Boiss. & Reut.
Slovenia,Ailanthus altissima,Ailanthus altissima (Mill.) Swingle
Slovenia,Aix galericulata,"Aix galericulata (Linnaeus, 1758)"
Slovenia,Aix sponsa,"Aix sponsa (Linnaeus, 1758)"
Slovenia,Akebia quinata,Akebia quinata (Houtt.) Decne.
Slovenia,Albugo candida,Albugo candida (Pers. ex J.F.Gmel.) Roussel
Slovenia,Alcea rosea,Alcea rosea L.
Slovenia,Alectoris chukar,"Alectoris chukar (J.E.Gray, 1830)"
Slovenia,Alectoris rufa,"Alectoris rufa (Linnaeus, 1758)"
Slovenia,Aleuroclava aucubae,"Aleuroclava aucubae (Kuwana, 1911)"
Slovenia,Alocentron curvirostre,"Alocentron curvirostre (Gyllenhal, 1833)"
Slovenia,Alopochen aegyptiaca,"Alopochen aegyptiaca (Linnaeus, 1766)"
Slovenia,Althaea hirsuta,Althaea hirsuta L.
Slovenia,Althaea officinalis,Althaea officinalis L.
Slovenia,Amandava amandava,"Amandava amandava (Linnaeus, 1758)"
Slovenia,Amaranthus albus,Amaranthus albus L.
Slovenia,Amaranthus blitoides,Amaranthus blitoides S.Watson
Slovenia,Amaranthus blitum,Amaranthus blitum L.
Slovenia,Amaranthus bouchonii,Amaranthus bouchonii Thell.
Slovenia,Amaranthus caudatus,Amaranthus caudatus L.
Slovenia,Amaranthus cruentus,Amaranthus cruentus L.
Slovenia,Amaranthus deflexus,Amaranthus deflexus L.
Slovenia,Amaranthus dubius,Amaranthus dubius Mart.
Slovenia,Amaranthus hybridus,Amaranthus hybridus L.
Slovenia,Amaranthus hypochondriacus,Amaranthus hypochondriacus L.
Slovenia,Amaranthus palmeri,Amaranthus palmeri S.Watson
Slovenia,Amaranthus powellii,Amaranthus powellii S.Watson
Slovenia,Amaranthus powellii subsp. bouchonii (Thell.) Costea & Carretero,
Slovenia,Amaranthus retroflexus,Amaranthus retroflexus L.
Slovenia,Amaranthus tricolor,Amaranthus tricolor L.
Slovenia,Amaranthus tuberculatus,Amaranthus tuberculatus (Moq.) Sauer
Slovenia,Amaranthus viridis,Amaranthus viridis L.
Slovenia,Ambrosia artemisiifolia,Ambrosia artemisiifolia L.
Slovenia,Ambrosia psilostachya,Ambrosia psilostachya DC.
Slovenia,Ambrosia trifida,Ambrosia trifida L.
Slovenia,Ameiurus melas,"Ameiurus melas (Rafinesque, 1820)"
Slovenia,Ameiurus nebulosus,"Ameiurus nebulosus (Lesueur, 1819)"
Slovenia,Amorpha fruticosa,Amorpha fruticosa L.
Slovenia,Anadara kagoshimensis,"Anadara kagoshimensis (Tokunaga, 1906)"
Slovenia,Anadara transversa,"Anadara transversa (Say, 1822)"
Slovenia,Anas bahamensis,"Anas bahamensis Linnaeus, 1758"
Slovenia,Anas formosa,"Anas formosa Georgi, 1775"
Slovenia,Anas hottentota,"Anas hottentota (Eyton, 1838)"
Slovenia,Anas sibilatrix,"Anas sibilatrix Poeppig, 1829"
Slovenia,Anethum graveolens,Anethum graveolens L.
Slovenia,Anisomeridium polypori,Anisomeridium polypori (Ellis & Everh.) M.E.Barr
Slovenia,Anser cygnoides,"Anser cygnoides (Linnaeus, 1758)"
Slovenia,Anser indicus,"Anser indicus (Latham, 1790)"
Slovenia,Antheraea pernyi,"Antheraea pernyi (Guerin-Meneville, 1855)"
Slovenia,Antheraea yamamai,"Antheraea yamamai (Guerin-Meneville, 1861)"
Slovenia,Antirrhinum majus,Antirrhinum majus L.
Slovenia,Aonidiella aurantii,"Aonidiella aurantii (Maskell, 1879)"
Slovenia,Aphanomyces astaci,Aphanomyces astaci Schikora
Slovenia,Aphelinus mali,"Aphelinus mali (Haldeman, 1851)"
Slovenia,Aphytis mytilaspidis,"Aphytis mytilaspidis (Le Baron, 1870)"
Slovenia,Apiognomonia errabunda,Apiognomonia errabunda (Roberge ex Desm.) Höhn.
Slovenia,Apiognomonia veneta,Apiognomonia veneta (Sacc. & Speg.) Höhn.
Slovenia,Apomyelois ceratoniae,"Apomyelois ceratoniae (Zeller, 1839)"
Slovenia,Aproceros leucopoda,"Aproceros leucopoda Takeuchi, 1939"
Slovenia,Arcuatula senhousia,"Arcuatula senhousia (Benson, 1842)"
Slovenia,Arcuatula senhousia,
Slovenia,Argyresthia thuiella,"Argyresthia thuiella (Packard, 1871)"
Slovenia,Argyresthia trifasciata,"Argyresthia trifasciata Staudinger, 1871"
Slovenia,Aristida longispica,Aristida longispica Poir.
Slovenia,Arivela viscosa,Arivela viscosa (L.) Raf.
Slovenia,Artemisia annua,Artemisia annua L.
Slovenia,Artemisia verlotiorum,Artemisia verlotiorum Lamotte
Slovenia,Arundo donax,Arundo donax L.
Slovenia,Asclepias syriaca,Asclepias syriaca L.
Slovenia,Ascochyta syringae,Ascochyta syringae (Westend.) Bres.
Slovenia,Ascochyta trifolii,Ascochyta trifolii Siemaszko
Slovenia,Asparagopsis armata,Asparagopsis armata Harv.
Slovenia,Aspidapion validum,"Aspidapion validum (Germar, 1817)"
Slovenia,Atocion armeria,Atocion armeria (L.) Fourr.
Slovenia,Atriplex hortensis,Atriplex hortensis L.
Slovenia,Axis axis,"Axis axis (Erxleben, 1777)"
Slovenia,Azolla filiculoides,Azolla filiculoides Lam.
Slovenia,Balanus trigonus,"Balanus trigonus Darwin, 1854"
Slovenia,Ballota nigra,Ballota nigra L.
Slovenia,Ballota nigra foetida,Ballota nigra subsp. foetida (Vis.) Hayek
Slovenia,Barbarea intermedia,Barbarea intermedia Boreau
Slovenia,Bassia scoparia,Bassia scoparia (L.) A.J.Scott
Slovenia,Berberis thunbergii,Berberis thunbergii DC.
Slovenia,Beroe ovata,"Beroe ovata Bruguière, 1789"
Slovenia,Bidens bipinnata,Bidens bipinnata L.
Slovenia,Bidens cernua,Bidens cernua L.
Slovenia,Bidens connata,Bidens connata Muhl. ex Willd.
Slovenia,Bidens frondosa,Bidens frondosa L.
Slovenia,Bidens pilosa,Bidens pilosa L.
Slovenia,Bidens subalternans,Bidens subalternans DC.
Slovenia,Bidens vulgata,Bidens vulgata Greene
Slovenia,Biscogniauxia mediterranea,Biscogniauxia mediterranea (De Not.) Kuntze
Slovenia,Biscogniauxia nummularia,Biscogniauxia nummularia (Bull.) Kuntze
Slovenia,Blumeria graminis,Blumeria graminis (DC.) Speer
Slovenia,Blumeriella jaapii,Blumeriella jaapii (Rehm) Arx
Slovenia,Bonnemaisonia hamifera,Bonnemaisonia hamifera Hariot
Slovenia,Borago officinalis,Borago officinalis L.
Slovenia,Botryosphaeria dothidea,Botryosphaeria dothidea (Moug.) Ces. & De Not.
Slovenia,Branta bernicla,"Branta bernicla (Linnaeus, 1758)"
Slovenia,Branta canadensis,"Branta canadensis (Linnaeus, 1758)"
Slovenia,Bromus carinatus,Bromus carinatus Hook. & Arn.
Slovenia,Bromus catharticus,Bromus catharticus Vahl
Slovenia,Bromus commutatus neglectus,Bromus commutatus subsp. neglectus (Parl.) P.M.Sm.
Slovenia,Bromus japonicus anatolicus,Bromus japonicus subsp. anatolicus (Boiss. & Heldr.) Pénzes
Slovenia,Bromus lepidus,Bromus lepidus Holmb.
Slovenia,Broussonetia papyrifera,Broussonetia papyrifera (L.) Vent.
Slovenia,Bruchus lentis,"Bruchus lentis Frölich, 1799"
Slovenia,Bruchus pisorum,"Bruchus pisorum Linnaeus, 1758"
Slovenia,Bruchus rufimanus,"Bruchus rufimanus Boheman, 1833"
Slovenia,Brunnera macrophylla,Brunnera macrophylla (Adams) I.M.Johnst.
Slovenia,Buddleja davidii,Buddleja davidii Franch.
Slovenia,Bursatella leachii,"Bursatella leachii Blainville, 1817"
Slovenia,Cacyreus marshalli,"Cacyreus marshalli Butler, 1898"
Slovenia,Cadra cautella,"Cadra cautella (Walker, 1863)"
Slovenia,Cadra figulilella,"Cadra figulilella (Gregson, 1871)"
Slovenia,Caenoscelis subdeplanata,"Caenoscelis subdeplanata Brisout de Barneville, 1882"
Slovenia,Cairina moschata,"Cairina moschata (Linnaeus, 1758)"
Slovenia,Callonetta leucophrys,"Callonetta leucophrys (Vieillot, 1816)"
Slovenia,Callosobruchus chinensis,"Callosobruchus chinensis (Linnaeus, 1758)"
Slovenia,Caloptilia azaleella,"Caloptilia azaleella (Brants, 1913)"
Slovenia,Calvatia tatrensis,Calvatia tatrensis Hollós
Slovenia,Camarosporidiella laburni,"Camarosporidiella laburni (Pers.) Wanas., Bulgakov, Camporesi & K.D.Hyde"
Slovenia,Cameraria ohridella,"Cameraria ohridella Deschka & Dimic, 1986"
Slovenia,Campanula baumgartenii beckiana,Campanula baumgartenii subsp. beckiana (Hayek) Podlech
Slovenia,Campanula bechiana,Campanula bechiana Hayek
Slovenia,Canis aureus,"Canis aureus Linnaeus, 1758"
Slovenia,Capparis spinosa,Capparis spinosa L.
Slovenia,Capra hircus,"Capra hircus Linnaeus, 1758"
Slovenia,Capra ibex,"Capra ibex Linnaeus, 1758"
Slovenia,Capsicum annuum,Capsicum annuum L.
Slovenia,Carassius auratus,"Carassius auratus (Linnaeus, 1758)"
Slovenia,Carassius gibelio,"Carassius gibelio (Bloch, 1782)"
Slovenia,Carcinops pumilio,"Carcinops pumilio (Erichson, 1834)"
Slovenia,Carex crawfordii,Carex crawfordii Fernald
Slovenia,Carpophilus bifenestratus,"Carpophilus bifenestratus Murray, 1864"
Slovenia,Carpophilus hemipterus,"Carpophilus hemipterus (Linnaeus, 1758)"
Slovenia,Carpophilus nepos,"Carpophilus nepos Murray, 1864"
Slovenia,Carpophilus pilosellus,"Carpophilus pilosellus Motschulsky, 1858"
Slovenia,Carthamus tinctorius,Carthamus tinctorius L.
Slovenia,Cartodere nodifer,"Cartodere nodifer (Westwood, 1839)"
Slovenia,Catalpa bignonioides,Catalpa bignonioides Walter
Slovenia,Cenchrus spinifex,Cenchrus spinifex Cav.
Slovenia,Centaurea diffusa,Centaurea diffusa Lam.
Slovenia,Centaurea solstitialis,Centaurea solstitialis L.
Slovenia,Cerastium tomentosum,Cerastium tomentosum L.
Slovenia,Ceratitis capitata,"Ceratitis capitata (Wiedemann, 1824)"
Slovenia,Ceratoperidinium margalefii A.R.Loeblich III,
Slovenia,Cercospora apii,Cercospora apii Fresen.
Slovenia,Cercyon laminatus,"Cercyon laminatus Sharp, 1873"
Slovenia,Ceroplastes ceriferus,"Ceroplastes ceriferus (Fabricius, 1798)"
Slovenia,Ceroplastes japonicus,"Ceroplastes japonicus Green, 1921"
Slovenia,Ceuthospora laurocerasi,Ceuthospora laurocerasi (Fuckel) Grove
Slovenia,Chaetosiphon fragaefolii,"Chaetosiphon fragaefolii (T.D.A.Cockerell, 1901)"
Slovenia,Cheiracanthium mildei,"Cheiracanthium mildei L.Koch, 1864"
Slovenia,Chenonetta jubata,"Chenonetta jubata (Latham, 1802)"
Slovenia,Chenopodium capitatum Wats. ex Britton,
Slovenia,Chenopodium giganteum,Chenopodium giganteum D.Don
Slovenia,Chenopodium hircinum,Chenopodium hircinum Schrad.
Slovenia,Chenopodium probstii Aell.,
Slovenia,Chenopodium quinoa,Chenopodium quinoa Willd.
Slovenia,Cherax quadricarinatus,"Cherax quadricarinatus (von Martens, 1868)"
Slovenia,Chorispora tenella,Chorispora tenella (Pall.) DC.
Slovenia,Chroogomphus helveticus,Chroogomphus helveticus (Singer) M.M.Moser
Slovenia,Chrysojasminum fruticans,Chrysojasminum fruticans (L.) Banfi
Slovenia,Chrysomphalus dictyospermi,"Chrysomphalus dictyospermi (Morgan, 1889)"
Slovenia,Chrysomyxa abietis,Chrysomyxa abietis (Wallr.) Unger
Slovenia,Cicer arietinum,Cicer arietinum L.
Slovenia,Cinara cedri,"Cinara cedri Mimeur, 1936"
Slovenia,Cinara curvipes,"Cinara curvipes (Patch, 1912)"
Slovenia,Cinara laportei,"Cinara laportei (G.Remaudière, 1954)"
Slovenia,Cirsium candelabrum,Cirsium candelabrum Griseb.
Slovenia,Cirsium helenioides,Cirsium ×helenioides (L.) Hill
Slovenia,Citrullus lanatus,Citrullus lanatus (Thunb.) Matsum. & Nakai
Slovenia,Cladosporium macrocarpum,Cladosporium macrocarpum Preuss
Slovenia,Clarias gariepinus,"Clarias gariepinus (Burchell, 1822)"
Slovenia,Clathrus archeri,Clathrus archeri (Berk.) Dring
Slovenia,Clathrus ruber,Clathrus ruber P.Micheli ex Pers.
Slovenia,Coccotrypes dactyliperda,"Coccotrypes dactyliperda (J.C.Fabricius, 1802)"
Slovenia,Coccus pseudomagnoliarum,"Coccus pseudomagnoliarum (Kuwana, 1914)"
Slovenia,Codium fragile,Codium fragile (Suringar) Hariot
Slovenia,Codium fragile fragile,Codium fragile subsp. fragile
Slovenia,Coleophora spiraeella,"Coleophora spiraeella Rebel, 1916"
Slovenia,Coleosporium tussilaginis,Coleosporium tussilaginis (Pers.) Lév.
Slovenia,Colinus virginianus,"Colinus virginianus (Linnaeus, 1758)"
Slovenia,Colletotrichum dematium,Colletotrichum dematium (Pers.) Grove
Slovenia,Colletotrichum gloeosporioides,Colletotrichum gloeosporioides (Penz.) Penz. & Sacc.
Slovenia,Columba livia,"Columba livia J.F.Gmelin, 1789"
Slovenia,Commelina communis,Commelina communis L.
Slovenia,Contarinia pisi,"Contarinia pisi (Winnertz, 1854)"
Slovenia,Contarinia quinquenotata,"Contarinia quinquenotata (Löw, 1888)"
Slovenia,Conyza bonariensis,"Conyza bonariensis Linnaeus, 1753"
Slovenia,Coregonus lavaretus,"Coregonus lavaretus (Linnaeus, 1758)"
Slovenia,Coriandrum sativum,Coriandrum sativum L.
Slovenia,Cornus kousa,Cornus kousa Bürger ex Hance
Slovenia,Cornus sericea,Cornus sericea L.
Slovenia,Cortaderia selloana,Cortaderia selloana (Schult. & Schult.f.) Asch. & Graebn.
Slovenia,Corythucha arcuata,"Corythucha arcuata (Say, 1832)"
Slovenia,Corythucha ciliata,"Corythucha ciliata (Say, 1832)"
Slovenia,Cosmos bipinnatus,Cosmos bipinnatus Cav.
Slovenia,Cotoneaster horizontalis,Cotoneaster horizontalis Decne.
Slovenia,Crepidotus crocophyllus,Crepidotus crocophyllus (Berk.) Sacc.
Slovenia,Cristulariella depraedans,Cristulariella depraedans (Cooke) Höhn.
Slovenia,Cronartium pini,Cronartium pini (Willd.) Jørst.
Slovenia,Cronartium ribicola,Cronartium ribicola J.C.Fisch.
Slovenia,Cryphonectria parasitica,Cryphonectria parasitica (Murrill) M.E.Barr
Slovenia,Cryptolestes duplicatus,"Cryptolestes duplicatus (Waltl, 1839)"
Slovenia,Cryptolestes ferrugineus,"Cryptolestes ferrugineus (Stephens, 1831)"
Slovenia,Cryptolestes pusillus,"Cryptolestes pusillus (Schénherr, 1817)"
Slovenia,Cryptophagus acutangulus,"Cryptophagus acutangulus Gyllenhal, 1827"
Slovenia,Cryptophagus cellaris,"Cryptophagus cellaris (Scopoli, 1763)"
Slovenia,Cryptophagus fallax,"Cryptophagus fallax Balfour-Browne, 1953"
Slovenia,Cryptophagus subfumatus,"Cryptophagus subfumatus Kraatz, 1856"
Slovenia,Cryptopleurum subtile,"Cryptopleurum subtile Sharp, 1884"
Slovenia,Cryptostroma corticale,Cryptostroma corticale (Ellis & Everh.) P.H.Greg. & S.Waller
Slovenia,Ctenopharyngodon idella,"Ctenopharyngodon idella (Valenciennes, 1844)"
Slovenia,Cucumis sativus,Cucumis sativus L.
Slovenia,Cucurbita pepo,Cucurbita pepo L.
Slovenia,Cucurbitaria piceae,Cucurbitaria piceae Borthw.
Slovenia,Cumminsiella mirabilissima,Cumminsiella mirabilissima (Peck) Nannf.
Slovenia,Cuscuta pentagona,Cuscuta pentagona Engelm.
Slovenia,Cuscuta scandens,Cuscuta scandens Brot.
Slovenia,Cyathus stercoreus,Cyathus stercoreus (Schwein.) De Toni
Slovenia,Cyclachaena xanthiifolia,Cyclachaena xanthiifolia (Nutt.) Fresen.
Slovenia,Cyclospermum leptophyllum,Cyclospermum leptophyllum (Pers.) Sprague
Slovenia,Cydalima perspectalis,"Cydalima perspectalis (Walker, 1859)"
Slovenia,Cydonia oblonga,Cydonia oblonga Mill.
Slovenia,Cygnus atratus,"Cygnus atratus (Latham, 1790)"
Slovenia,Cygnus olor,"Cygnus olor (Gmelin, 1789)"
Slovenia,Cyperus eragrostis,Cyperus eragrostis Lam.
Slovenia,Cyperus esculentus,Cyperus esculentus L.
Slovenia,Cyperus rotundus,Cyperus rotundus L.
Slovenia,Cytisus scoparius,Cytisus scoparius (L.) Link
Slovenia,Daktulosphaira vitifoliae,"Daktulosphaira vitifoliae (Fitch, 1855)"
Slovenia,Dama dama,"Dama dama (Linnaeus, 1758)"
Slovenia,Danae racemosa,Danae racemosa (L.) Moench
Slovenia,Daphnia parvula,"Daphnia parvula Fordyce, 1901"
Slovenia,Dasineura gleditchiae,"Dasineura gleditchiae (Osten Sacken, 1866)"
